po_id,sku_id,supplier_id,order_date,quantity,unit_price,lead_time_days,delivery_date
PO-02353,FIL-0007,SUP-007,20-04-2026,1187,480,7,27-04-2026
PO-02354,FIL-0005,SUP-004,03-06-2026,904,3283.52,14,17-06-2026
PO-02355,ELE-0016,SUP-009,23-04-2026,318,2379.9,8,01-05-2026
PO-02356,ELE-0017,SUP-004,17-08-2025,632,466.69,14,31-08-2025
PO-02357,CON-0001,SUP-010,24-10-2025,352,2482.37,6,30-10-2025
PO-02358,CON-0015,SUP-011,21-02-2026,1400,1902.61,15,08-03-2026
PO-02359,SEA-0005,SUP-007,02-07-2025,552,2361.06,7,09-07-2025
PO-02360,CHE-0018,SUP-007,01-05-2026,1791,3107.5,7,08-05-2026
PO-02361,SEA-0007,SUP-004,21-03-2025,1730,730.01,14,04-04-2025
PO-02362,BRG-0001,SUP-005,13-01-2025,1213,1952,9,22-01-2025
PO-02363,CHE-0015,SUP-010,02-09-2025,1817,2718.21,6,08-09-2025
PO-02364,ELE-0019,SUP-011,19-07-2025,548,994.98,15,03-08-2025
PO-02365,CHE-0010,SUP-015,04-03-2026,1492,3587.13,9,13-03-2026
PO-02366,BRG-0008,SUP-010,07-08-2025,655,254.06,6,13-08-2025
PO-02367,SEA-0011,SUP-015,07-12-2025,1774,1686.1,9,16-12-2025
PO-02368,BRG-0001,SUP-008,26-02-2025,1981,1859.04,13,11-03-2025
PO-02369,RAW-0005,SUP-010,21-03-2026,510,1864.06,6,27-03-2026
PO-02370,CON-0017,SUP-004,19-06-2025,1771,1162.16,14,03-07-2025
PO-02371,RAW-0017,SUP-015,04-01-2026,1667,4801.74,9,13-01-2026
PO-02372,CHE-0001,SUP-012,14-03-2025,501,2646.84,10,24-03-2025
PO-02373,FAS-0012,SUP-015,02-06-2025,1519,3641.55,9,11-06-2025
PO-02374,RAW-0016,SUP-010,22-04-2025,995,3495.18,6,28-04-2025
PO-02375,ELE-0019,SUP-002,10-05-2025,1785,912.76,10,20-05-2025
PO-02376,RAW-0016,SUP-007,02-06-2025,1818,2969.65,7,09-06-2025
PO-02377,RAW-0004,SUP-004,27-05-2026,106,4267.87,14,10-06-2026
PO-02378,CON-0007,SUP-006,30-05-2026,669,1071.03,11,10-06-2026
PO-02379,FIL-0014,SUP-004,17-08-2025,1996,1506.64,14,31-08-2025
PO-02380,BRG-0001,SUP-009,15-07-2025,1613,1790.54,8,23-07-2025
PO-02381,ELE-0016,SUP-002,21-07-2025,1228,2161.96,10,31-07-2025
PO-02382,SEA-0001,SUP-003,23-05-2025,1870,3010.5,12,04-06-2025
PO-02383,FIL-0014,SUP-003,25-04-2026,1117,1430.54,12,07-05-2026
PO-02384,SEA-0006,SUP-012,24-01-2026,1808,4572.25,10,03-02-2026
PO-02385,FIL-0015,SUP-001,02-05-2026,1498,1320.61,8,10-05-2026
PO-02386,SEA-0015,SUP-002,14-04-2026,926,1897.2,10,24-04-2026
PO-02387,FAS-0006,SUP-002,01-02-2026,1509,2319.09,10,11-02-2026
PO-02388,CHE-0017,SUP-015,23-06-2025,1607,942.74,9,02-07-2025
PO-02389,FAS-0005,SUP-009,30-01-2026,903,3465.57,8,07-02-2026
PO-02390,FAS-0009,SUP-002,13-07-2025,1279,4608.91,10,23-07-2025
PO-02391,FAS-0017,SUP-012,26-08-2025,1529,3907.86,10,05-09-2025
PO-02392,CON-0016,SUP-006,04-05-2025,254,2722.52,11,15-05-2025
PO-02393,RAW-0014,SUP-011,02-02-2025,1553,4317.76,15,17-02-2025
PO-02394,BRG-0011,SUP-014,20-09-2025,611,3667.14,12,02-10-2025
PO-02395,FIL-0009,SUP-007,03-01-2025,1190,4299.67,7,10-01-2025
PO-02396,FIL-0013,SUP-012,16-05-2025,142,883.01,10,26-05-2025
PO-02397,CON-0007,SUP-012,14-01-2026,1766,993.49,10,24-01-2026
PO-02398,BRG-0006,SUP-009,28-10-2025,789,1404.5,8,05-11-2025
PO-02399,CON-0007,SUP-008,20-02-2025,1062,1048.01,13,05-03-2025
PO-02400,FAS-0010,SUP-002,24-05-2025,117,1179.13,10,03-06-2025
PO-02401,FIL-0001,SUP-007,27-02-2026,540,5018.26,7,06-03-2026
PO-02402,ELE-0008,SUP-012,02-04-2026,647,1991.55,10,12-04-2026
PO-02403,ELE-0019,SUP-010,12-06-2025,978,1018.6,6,18-06-2025
PO-02404,FIL-0013,SUP-009,07-08-2025,279,909.34,8,15-08-2025
PO-02405,FIL-0016,SUP-005,09-07-2025,840,3081.71,9,18-07-2025
PO-02406,FAS-0007,SUP-002,22-04-2025,1007,2911.4,10,02-05-2025
PO-02407,SEA-0019,SUP-013,14-02-2026,586,4618.87,35,21-03-2026
PO-02408,BRG-0014,SUP-001,12-11-2025,746,1841.2,8,20-11-2025
PO-02409,RAW-0011,SUP-012,25-04-2026,451,1039.88,10,05-05-2026
PO-02410,SEA-0011,SUP-005,24-12-2025,1910,1825.98,9,02-01-2026
PO-02411,FIL-0020,SUP-015,09-06-2026,401,4623.58,9,18-06-2026
PO-02412,RAW-0007,SUP-011,17-06-2025,1084,4309.28,15,02-07-2025
PO-02413,SEA-0020,SUP-011,07-08-2025,819,1272.6,15,22-08-2025
PO-02414,SEA-0015,SUP-005,09-03-2026,1721,2026,9,18-03-2026
PO-02415,CON-0018,SUP-007,09-08-2025,1063,3243.79,7,16-08-2025
PO-02416,FAS-0006,SUP-004,07-03-2025,1912,2371.46,14,21-03-2025
PO-02417,BRG-0019,SUP-010,26-07-2025,1228,4067.9,6,01-08-2025
PO-02418,CON-0012,SUP-015,07-11-2025,440,3120.98,9,16-11-2025
PO-02419,CHE-0015,SUP-001,06-05-2026,398,2787.47,8,14-05-2026
PO-02420,BRG-0012,SUP-010,16-09-2025,630,957.75,6,22-09-2025
PO-02421,FIL-0003,SUP-011,23-03-2026,1063,1136.02,15,07-04-2026
PO-02422,FIL-0003,SUP-012,25-07-2025,216,1039.81,10,04-08-2025
PO-02423,CHE-0009,SUP-002,28-05-2026,664,1699.02,10,07-06-2026
PO-02424,FAS-0002,SUP-009,10-06-2026,1292,517.5,8,18-06-2026
PO-02425,CON-0001,SUP-003,12-08-2025,444,2462.73,12,24-08-2025
PO-02426,FAS-0013,SUP-003,05-11-2025,846,1847.82,12,17-11-2025
PO-02427,RAW-0017,SUP-009,05-02-2025,1489,4521.93,8,13-02-2025
PO-02428,BRG-0011,SUP-001,09-06-2025,379,3632.94,8,17-06-2025
PO-02429,SEA-0010,SUP-014,12-06-2025,1271,1986.93,12,24-06-2025
PO-02430,ELE-0008,SUP-009,06-03-2025,1441,2016.51,8,14-03-2025
PO-02431,RAW-0012,SUP-001,14-04-2025,967,1081.77,8,22-04-2025
PO-02432,CHE-0011,SUP-001,29-05-2025,254,2444.92,8,06-06-2025
PO-02433,BRG-0020,SUP-002,01-04-2026,984,2989.7,10,11-04-2026
PO-02434,CHE-0014,SUP-013,26-12-2025,601,1263.13,45,09-02-2026
PO-02435,ELE-0001,SUP-002,14-12-2025,532,1001.23,10,24-12-2025
PO-02436,FIL-0015,SUP-006,16-11-2025,1145,1243.02,11,27-11-2025
PO-02437,CON-0016,SUP-015,03-09-2025,351,2934.48,9,12-09-2025
PO-02438,CHE-0016,SUP-005,24-02-2026,830,4679.92,9,05-03-2026
PO-02439,SEA-0013,SUP-009,27-05-2025,786,2758.68,8,04-06-2025
PO-02440,BRG-0009,SUP-011,22-02-2025,723,112.18,15,09-03-2025
PO-02441,CON-0016,SUP-010,20-11-2025,486,3046.9,6,26-11-2025
PO-02442,SEA-0006,SUP-006,30-05-2025,1115,4659.16,11,10-06-2025
PO-02443,FAS-0012,SUP-006,02-09-2025,1364,3357.18,11,13-09-2025
PO-02444,ELE-0006,SUP-008,17-08-2025,598,2202.58,13,30-08-2025
PO-02445,SEA-0014,SUP-007,24-05-2026,419,4955.53,7,31-05-2026
PO-02446,CON-0020,SUP-001,12-01-2025,615,1462.97,8,20-01-2025
PO-02447,SEA-0018,SUP-002,17-03-2025,638,4779.68,10,27-03-2025
PO-02448,FAS-0012,SUP-001,24-12-2025,1519,3178.42,8,01-01-2026
PO-02449,FAS-0016,SUP-007,26-01-2026,691,4251.07,7,02-02-2026
PO-02450,ELE-0005,SUP-012,06-11-2025,519,3481.84,10,16-11-2025
PO-02451,RAW-0008,SUP-002,27-02-2025,1652,124.36,10,09-03-2025
PO-02452,ELE-0009,SUP-013,05-10-2025,210,3055.49,45,19-11-2025
PO-02453,FAS-0018,SUP-007,18-04-2025,465,2771.21,7,25-04-2025
PO-02454,ELE-0009,SUP-005,27-03-2025,1855,3068.94,9,05-04-2025
PO-02455,CHE-0003,SUP-006,04-04-2025,1253,568.59,11,15-04-2025
PO-02456,FIL-0012,SUP-012,22-06-2026,1393,2397.15,10,02-07-2026
PO-02457,FIL-0001,SUP-006,22-11-2025,1529,5290.23,11,03-12-2025
PO-02458,RAW-0007,SUP-010,05-06-2025,1453,4566.09,6,11-06-2025
PO-02459,CON-0015,SUP-006,02-06-2026,317,2028.53,11,13-06-2026
PO-02460,FIL-0012,SUP-011,14-04-2026,1521,2658.87,15,29-04-2026
PO-02461,CHE-0009,SUP-001,27-03-2025,1527,1768.71,8,04-04-2025
PO-02462,CON-0016,SUP-015,14-01-2026,320,2853.4,9,23-01-2026
PO-02463,CHE-0015,SUP-002,04-06-2025,1734,2884.99,10,14-06-2025
PO-02464,BRG-0015,SUP-006,02-01-2025,1611,2917.75,11,13-01-2025
PO-02465,ELE-0011,SUP-011,27-09-2025,353,1193.26,15,12-10-2025
PO-02466,FAS-0018,SUP-002,09-09-2025,1253,2855.26,10,19-09-2025
PO-02467,FIL-0016,SUP-011,16-12-2025,1952,3245.88,15,31-12-2025
PO-02468,CON-0002,SUP-007,03-04-2025,724,1689.32,7,10-04-2025
PO-02469,ELE-0002,SUP-009,15-06-2025,1652,2035.98,8,23-06-2025
PO-02470,FAS-0011,SUP-001,16-09-2025,1095,3441.28,8,24-09-2025
PO-02471,ELE-0003,SUP-012,30-12-2025,1690,511.75,10,09-01-2026
PO-02472,RAW-0016,SUP-015,23-10-2025,326,3032.33,9,01-11-2025
PO-02473,FAS-0007,SUP-004,13-08-2025,897,3163.22,14,27-08-2025
PO-02474,CON-0007,SUP-007,05-08-2025,1754,1001.62,7,12-08-2025
PO-02475,CHE-0018,SUP-011,11-03-2025,649,2900.89,15,26-03-2025
PO-02476,CON-0010,SUP-005,02-11-2025,1194,1499.53,9,11-11-2025
PO-02477,FAS-0006,SUP-014,27-08-2025,1939,2704.79,12,08-09-2025
PO-02478,FAS-0004,SUP-014,22-06-2026,415,2492.44,12,04-07-2026
PO-02479,FAS-0015,SUP-002,02-08-2025,590,4253.6,10,12-08-2025
PO-02480,CON-0004,SUP-009,29-04-2025,337,4395.55,8,07-05-2025
PO-02481,FAS-0014,SUP-012,03-03-2025,968,4878.53,10,13-03-2025
PO-02482,SEA-0005,SUP-001,21-04-2025,1946,2256.38,8,29-04-2025
PO-02483,CHE-0012,SUP-015,28-03-2025,309,3709.81,9,06-04-2025
PO-02484,ELE-0008,SUP-014,03-09-2025,1882,1842.23,12,15-09-2025
PO-02485,CON-0010,SUP-011,22-04-2025,832,1428.75,15,07-05-2025
PO-02486,FAS-0006,SUP-006,04-02-2026,1039,2593.46,11,15-02-2026
PO-02487,BRG-0003,SUP-002,29-08-2025,1700,3087.7,10,08-09-2025
PO-02488,FAS-0004,SUP-010,25-06-2025,1926,2522.73,6,01-07-2025
PO-02489,BRG-0004,SUP-007,30-10-2025,133,3285.81,7,06-11-2025
PO-02490,RAW-0012,SUP-011,06-10-2025,1789,1129.04,15,21-10-2025
PO-02491,CHE-0012,SUP-010,28-02-2025,1258,4040.58,6,06-03-2025
PO-02492,CON-0019,SUP-008,13-03-2025,1159,3076.14,13,26-03-2025
PO-02493,ELE-0004,SUP-008,18-02-2025,845,2513.13,13,03-03-2025
PO-02494,FAS-0017,SUP-013,04-05-2026,1570,3764.59,46,19-06-2026
PO-02495,RAW-0005,SUP-015,03-05-2025,989,1925.04,9,12-05-2025
PO-02496,FIL-0006,SUP-005,07-03-2025,1709,875.42,9,16-03-2025
PO-02497,CHE-0019,SUP-008,17-12-2025,1757,4954.94,13,30-12-2025
PO-02498,CON-0017,SUP-015,17-09-2025,312,1101.04,9,26-09-2025
PO-02499,ELE-0010,SUP-010,17-05-2026,1336,2555.45,6,23-05-2026
PO-02500,RAW-0016,SUP-001,09-05-2026,1798,3191.84,8,17-05-2026
PO-02501,FAS-0013,SUP-003,29-11-2025,1210,1900.14,12,11-12-2025
PO-02502,FIL-0019,SUP-008,03-08-2025,796,4044.97,13,16-08-2025
PO-02503,CON-0013,SUP-007,06-04-2026,1501,728.1,7,13-04-2026
PO-02504,FAS-0015,SUP-009,02-02-2025,1648,3830.12,8,10-02-2025
PO-02505,FAS-0014,SUP-008,10-03-2026,1718,4873.32,13,23-03-2026
PO-02506,FAS-0008,SUP-001,01-06-2025,691,2918.39,8,09-06-2025
PO-02507,BRG-0015,SUP-006,14-04-2025,254,2862.37,11,25-04-2025
PO-02508,RAW-0009,SUP-013,29-03-2025,617,5402.86,39,07-05-2025
PO-02509,CHE-0016,SUP-013,12-04-2026,906,4828.4,38,20-05-2026
PO-02510,SEA-0020,SUP-007,16-01-2025,1039,1129.65,7,23-01-2025
PO-02511,CON-0015,SUP-005,21-06-2025,1474,1900.77,9,30-06-2025
PO-02512,CON-0006,SUP-006,02-05-2025,1026,895.3,11,13-05-2025
PO-02513,CON-0016,SUP-015,21-03-2026,859,3112.12,9,30-03-2026
PO-02514,CON-0020,SUP-002,21-09-2025,217,1435.31,10,01-10-2025
PO-02515,BRG-0001,SUP-014,05-09-2025,1320,1940.01,12,17-09-2025
PO-02516,ELE-0018,SUP-012,10-08-2025,180,868.22,10,20-08-2025
PO-02517,RAW-0006,SUP-009,18-02-2025,704,1915.38,8,26-02-2025
PO-02518,RAW-0005,SUP-009,08-12-2025,194,1953.12,8,16-12-2025
PO-02519,CHE-0011,SUP-013,04-01-2026,746,2299.75,47,20-02-2026
PO-02520,RAW-0016,SUP-008,20-10-2025,989,3348.27,13,02-11-2025
PO-02521,SEA-0002,SUP-008,10-02-2025,385,1791.3,13,23-02-2025
PO-02522,ELE-0020,SUP-003,23-03-2026,1365,4009.32,12,04-04-2026
PO-02523,RAW-0004,SUP-010,27-06-2025,1341,4215.88,6,03-07-2025
PO-02524,ELE-0015,SUP-004,14-08-2025,1398,5086.21,14,28-08-2025
PO-02525,CON-0006,SUP-015,19-08-2025,107,945.91,9,28-08-2025
PO-02526,CHE-0020,SUP-015,21-05-2026,346,3184.91,9,30-05-2026
PO-02527,ELE-0009,SUP-008,11-06-2026,1059,2915.42,13,24-06-2026
PO-02528,SEA-0006,SUP-001,28-04-2025,914,4183.5,8,06-05-2025
PO-02529,SEA-0016,SUP-010,30-04-2026,168,3579.05,6,06-05-2026
PO-02530,SEA-0010,SUP-014,07-11-2025,1970,2171.92,12,19-11-2025
PO-02531,ELE-0006,SUP-014,22-06-2025,1382,2111.6,12,04-07-2025
PO-02532,CON-0013,SUP-002,27-02-2025,1105,820.96,10,09-03-2025
PO-02533,CHE-0012,SUP-012,30-10-2025,1321,4049.49,10,09-11-2025
PO-02534,FAS-0010,SUP-005,23-12-2025,125,1091.68,9,01-01-2026
PO-02535,RAW-0014,SUP-006,10-05-2026,1737,4569.51,11,21-05-2026
PO-02536,FAS-0014,SUP-013,18-11-2025,676,4583.97,41,29-12-2025
PO-02537,RAW-0011,SUP-013,05-02-2026,522,1104.35,40,17-03-2026
PO-02538,ELE-0019,SUP-009,14-08-2025,135,895.87,8,22-08-2025
PO-02539,ELE-0001,SUP-014,10-02-2026,746,1013.45,12,22-02-2026
PO-02540,RAW-0004,SUP-001,24-03-2025,797,4006.87,8,01-04-2025
PO-02541,FAS-0015,SUP-003,20-01-2026,359,4407.51,12,01-02-2026
PO-02542,SEA-0012,SUP-011,23-01-2026,1112,55.57,15,07-02-2026
PO-02543,BRG-0015,SUP-004,02-02-2026,1625,3034.29,14,16-02-2026
PO-02544,SEA-0016,SUP-014,07-11-2025,132,3295.76,12,19-11-2025
PO-02545,FIL-0004,SUP-011,08-04-2025,959,942.53,15,23-04-2025
PO-02546,RAW-0009,SUP-010,17-10-2025,1893,4703.55,6,23-10-2025
PO-02547,CON-0011,SUP-002,25-11-2025,1082,4483.74,10,05-12-2025
PO-02548,CHE-0020,SUP-001,01-01-2025,1547,2902.2,8,09-01-2025
PO-02549,BRG-0007,SUP-008,01-04-2025,1825,3317.95,13,14-04-2025
PO-02550,FAS-0012,SUP-015,15-02-2026,113,3345.71,9,24-02-2026
PO-02551,ELE-0020,SUP-010,23-06-2026,878,3943.84,6,29-06-2026
PO-02552,CHE-0013,SUP-003,06-06-2026,1256,1176.69,12,18-06-2026
PO-02553,BRG-0003,SUP-015,03-12-2025,402,3326.07,9,12-12-2025
PO-02554,FIL-0006,SUP-002,13-03-2026,1768,993.44,10,23-03-2026
PO-02555,CON-0013,SUP-002,23-04-2026,811,724.08,10,03-05-2026
PO-02556,SEA-0006,SUP-012,26-05-2025,1678,4220.81,10,05-06-2025
PO-02557,BRG-0020,SUP-008,03-02-2026,383,3109.33,13,16-02-2026
PO-02558,ELE-0019,SUP-010,21-01-2026,1385,869.95,6,27-01-2026
PO-02559,CON-0013,SUP-011,20-09-2025,245,774.31,15,05-10-2025
PO-02560,FAS-0011,SUP-013,05-05-2026,308,3222.98,36,10-06-2026
PO-02561,FIL-0005,SUP-012,24-06-2026,1578,3277.17,10,04-07-2026
PO-02562,ELE-0011,SUP-001,15-10-2025,1485,1391.26,8,23-10-2025
PO-02563,BRG-0013,SUP-005,28-12-2025,1038,2631.86,9,06-01-2026
PO-02564,FAS-0003,SUP-015,18-01-2026,1987,899.37,9,27-01-2026
PO-02565,FAS-0019,SUP-013,22-02-2026,787,4432.97,47,10-04-2026
PO-02566,ELE-0012,SUP-015,10-04-2025,1157,684.44,9,19-04-2025
PO-02567,FAS-0010,SUP-007,05-08-2025,1971,1076.77,7,12-08-2025
PO-02568,ELE-0001,SUP-011,10-02-2025,1722,905.95,15,25-02-2025
PO-02569,FAS-0015,SUP-009,19-08-2025,1396,4162.4,8,27-08-2025
PO-02570,ELE-0005,SUP-007,16-07-2025,1016,3569.09,7,23-07-2025
PO-02571,FAS-0009,SUP-006,02-02-2025,286,5212.91,11,13-02-2025
PO-02572,ELE-0001,SUP-007,28-10-2025,1989,1049.31,7,04-11-2025
PO-02573,SEA-0006,SUP-008,04-01-2026,860,4320.27,13,17-01-2026
PO-02574,FIL-0007,SUP-009,14-06-2026,1720,510.35,8,22-06-2026
PO-02575,RAW-0019,SUP-014,01-05-2025,982,4429.94,12,13-05-2025
PO-02576,CHE-0006,SUP-008,19-05-2025,1762,418.26,13,01-06-2025
PO-02577,FAS-0014,SUP-015,21-03-2026,1970,4541.61,9,30-03-2026
PO-02578,CHE-0013,SUP-011,17-05-2026,1404,1346.5,15,01-06-2026
PO-02579,CON-0010,SUP-002,14-02-2025,1750,1296.92,10,24-02-2025
PO-02580,FIL-0011,SUP-002,28-04-2026,535,590.33,10,08-05-2026
PO-02581,SEA-0003,SUP-002,26-05-2025,1299,2475.47,10,05-06-2025
PO-02582,CON-0019,SUP-003,23-02-2025,1296,2690.62,12,07-03-2025
PO-02583,RAW-0008,SUP-014,06-04-2025,838,129.3,12,18-04-2025
PO-02584,CON-0001,SUP-010,12-02-2026,1148,2301.01,6,18-02-2026
PO-02585,FIL-0015,SUP-015,01-11-2025,279,1326.73,9,10-11-2025
PO-02586,RAW-0011,SUP-008,06-04-2025,861,1092.7,13,19-04-2025
PO-02587,CON-0020,SUP-014,31-01-2026,968,1522.18,12,12-02-2026
PO-02588,RAW-0020,SUP-004,25-10-2025,1618,3931.83,14,08-11-2025
PO-02589,CON-0018,SUP-004,29-09-2025,582,3041.69,14,13-10-2025
PO-02590,BRG-0007,SUP-004,18-05-2026,1946,2992.38,14,01-06-2026
PO-02591,ELE-0004,SUP-015,31-07-2025,1971,2509.26,9,09-08-2025
PO-02592,RAW-0005,SUP-005,21-01-2025,1865,1755.19,9,30-01-2025
PO-02593,CHE-0001,SUP-011,20-01-2025,1428,2207.95,15,04-02-2025
PO-02594,BRG-0011,SUP-003,22-02-2025,514,3452.64,12,06-03-2025
PO-02595,CHE-0018,SUP-007,04-03-2025,1839,3455.3,7,11-03-2025
PO-02596,BRG-0001,SUP-013,08-01-2026,585,1870.39,35,12-02-2026
PO-02597,RAW-0012,SUP-001,25-03-2026,1620,1188.17,8,02-04-2026
PO-02598,BRG-0002,SUP-014,05-01-2025,1284,3179.95,12,17-01-2025
PO-02599,RAW-0018,SUP-004,12-05-2025,715,2354.94,14,26-05-2025
PO-02600,RAW-0020,SUP-007,17-01-2026,762,4620.99,7,24-01-2026
PO-02601,FAS-0018,SUP-013,23-01-2025,679,2453.73,39,03-03-2025
PO-02602,ELE-0004,SUP-001,08-04-2026,616,2773.48,8,16-04-2026
PO-02603,FAS-0005,SUP-011,17-11-2025,582,3064.32,15,02-12-2025
PO-02604,FIL-0002,SUP-005,01-06-2026,820,2738.86,9,10-06-2026
PO-02605,CHE-0002,SUP-014,25-12-2025,775,3268.17,12,06-01-2026
PO-02606,ELE-0011,SUP-002,24-12-2025,372,1317.35,10,03-01-2026
PO-02607,SEA-0002,SUP-004,29-09-2025,640,1807.02,14,13-10-2025
PO-02608,SEA-0002,SUP-002,04-04-2026,1544,1556.79,10,14-04-2026
PO-02609,SEA-0002,SUP-008,30-10-2025,1425,1617.43,13,12-11-2025
PO-02610,CON-0001,SUP-003,02-09-2025,395,2704.8,12,14-09-2025
PO-02611,SEA-0012,SUP-002,09-02-2025,1118,54.55,10,19-02-2025
PO-02612,CHE-0018,SUP-013,17-01-2026,1732,2942.71,33,19-02-2026
PO-02613,SEA-0005,SUP-010,03-02-2025,648,2071.1,6,09-02-2025
PO-02614,CON-0009,SUP-001,06-07-2025,1318,2593.32,8,14-07-2025
PO-02615,CHE-0002,SUP-012,09-09-2025,652,3180.13,10,19-09-2025
PO-02616,SEA-0003,SUP-003,27-07-2025,551,2162.54,12,08-08-2025
PO-02617,FIL-0005,SUP-002,26-05-2025,845,3684.22,10,05-06-2025
PO-02618,BRG-0019,SUP-007,17-05-2025,385,3975.64,7,24-05-2025
PO-02619,ELE-0001,SUP-014,10-06-2026,1462,949.9,12,22-06-2026
PO-02620,CON-0009,SUP-006,02-04-2026,1318,2521.59,11,13-04-2026
PO-02621,CON-0015,SUP-015,03-05-2026,1338,2088.37,9,12-05-2026
PO-02622,RAW-0006,SUP-008,30-04-2026,583,1791.37,13,13-05-2026
PO-02623,SEA-0019,SUP-015,24-12-2025,1326,4700.07,9,02-01-2026
PO-02624,SEA-0002,SUP-001,19-07-2025,1672,1499.71,8,27-07-2025
PO-02625,BRG-0007,SUP-010,23-12-2025,265,3109.68,6,29-12-2025
PO-02626,CON-0001,SUP-012,13-03-2026,1972,2560.49,10,23-03-2026
PO-02627,FAS-0010,SUP-003,30-12-2025,963,1023.87,12,11-01-2026
PO-02628,SEA-0019,SUP-012,13-02-2026,1936,5401.5,10,23-02-2026
PO-02629,CON-0014,SUP-014,23-01-2026,125,2407.76,12,04-02-2026
PO-02630,FIL-0018,SUP-012,29-06-2025,310,4025.11,10,09-07-2025
PO-02631,ELE-0014,SUP-010,05-09-2025,1705,2046.94,6,11-09-2025
PO-02632,SEA-0005,SUP-013,04-03-2025,1546,2372.82,40,13-04-2025
PO-02633,SEA-0015,SUP-007,09-05-2025,1039,1828.76,7,16-05-2025
PO-02634,FAS-0003,SUP-003,19-06-2025,681,994.26,12,01-07-2025
PO-02635,FAS-0020,SUP-013,19-11-2025,1676,4077.87,35,24-12-2025
PO-02636,ELE-0004,SUP-012,05-01-2025,340,2488.28,10,15-01-2025
PO-02637,FAS-0013,SUP-003,09-04-2025,1345,1828.55,12,21-04-2025
PO-02638,ELE-0010,SUP-004,02-07-2025,230,3004.51,14,16-07-2025
PO-02639,FIL-0012,SUP-011,04-03-2026,1179,2462.54,15,19-03-2026
PO-02640,FAS-0011,SUP-006,03-04-2025,809,3670.07,11,14-04-2025
PO-02641,RAW-0001,SUP-008,26-04-2025,1417,2164.45,13,09-05-2025
PO-02642,FIL-0013,SUP-008,12-10-2025,1497,988.62,13,25-10-2025
PO-02643,ELE-0013,SUP-001,21-06-2026,743,3328.3,8,29-06-2026
PO-02644,FAS-0016,SUP-014,12-06-2025,1372,4133.45,12,24-06-2025
PO-02645,SEA-0006,SUP-015,04-04-2026,1920,4493.91,9,13-04-2026
PO-02646,CHE-0010,SUP-010,08-05-2025,704,3718.6,6,14-05-2025
PO-02647,FAS-0014,SUP-014,19-07-2025,1638,4687.76,12,31-07-2025
PO-02648,FIL-0008,SUP-005,17-06-2026,1003,1566.12,9,26-06-2026
PO-02649,FAS-0011,SUP-006,13-06-2026,1328,3203.89,11,24-06-2026
PO-02650,CHE-0016,SUP-008,05-01-2026,1379,4815.38,13,18-01-2026
PO-02651,BRG-0001,SUP-008,02-05-2026,792,1818.97,13,15-05-2026
PO-02652,RAW-0018,SUP-007,10-01-2025,154,2009.54,7,17-01-2025
PO-02653,ELE-0020,SUP-001,07-04-2025,1373,3556.22,8,15-04-2025
PO-02654,BRG-0002,SUP-005,04-03-2025,698,2874.95,9,13-03-2025
PO-02655,FAS-0006,SUP-008,01-12-2025,622,2300.6,13,14-12-2025
PO-02656,FAS-0003,SUP-012,23-06-2025,1981,849.82,10,03-07-2025
PO-02657,CON-0003,SUP-009,01-04-2025,351,3777.9,8,09-04-2025
PO-02658,FAS-0020,SUP-006,22-05-2025,545,4369.86,11,02-06-2025
PO-02659,FIL-0020,SUP-014,16-03-2026,624,5264.15,12,28-03-2026
PO-02660,FIL-0016,SUP-006,02-04-2026,1456,2891.98,11,13-04-2026
PO-02661,CON-0010,SUP-007,16-02-2025,1885,1356.01,7,23-02-2025
PO-02662,BRG-0012,SUP-001,23-02-2026,988,930.37,8,03-03-2026
PO-02663,SEA-0006,SUP-014,11-03-2026,694,4790.78,12,23-03-2026
PO-02664,CHE-0004,SUP-009,10-10-2025,471,2911.95,8,18-10-2025
PO-02665,FIL-0019,SUP-012,10-09-2025,1844,3479.98,10,20-09-2025
PO-02666,SEA-0014,SUP-011,22-09-2025,666,5124.65,15,07-10-2025
PO-02667,SEA-0005,SUP-002,26-04-2025,107,2086.8,10,06-05-2025
PO-02668,FAS-0011,SUP-014,27-06-2025,323,3248.99,12,09-07-2025
PO-02669,RAW-0011,SUP-004,01-09-2025,1406,1103.03,14,15-09-2025
PO-02670,CON-0012,SUP-005,18-11-2025,334,3159.12,9,27-11-2025
PO-02671,ELE-0012,SUP-002,18-06-2026,898,715.77,10,28-06-2026
PO-02672,RAW-0020,SUP-009,07-10-2025,495,4494.19,8,15-10-2025
PO-02673,FAS-0012,SUP-002,01-07-2025,192,3407.56,10,11-07-2025
PO-02674,CHE-0003,SUP-014,18-03-2025,1071,590.69,12,30-03-2025
PO-02675,SEA-0014,SUP-003,18-03-2025,372,4384.41,12,30-03-2025
PO-02676,CHE-0013,SUP-009,19-12-2025,846,1279.01,8,27-12-2025
PO-02677,RAW-0016,SUP-003,24-05-2026,350,2924.43,12,05-06-2026
PO-02678,RAW-0002,SUP-009,13-01-2025,812,1416.11,8,21-01-2025
PO-02679,FIL-0014,SUP-004,18-01-2026,501,1554.78,14,01-02-2026
PO-02680,CON-0009,SUP-005,17-10-2025,1761,2574.75,9,26-10-2025
PO-02681,CHE-0019,SUP-009,08-06-2026,135,4139.5,8,16-06-2026
PO-02682,RAW-0008,SUP-003,23-09-2025,1541,114.47,12,05-10-2025
